,0,1,2,3,4,5,6,7,8,9
0,847,2,25,2,4,11,18,3,39,29
1,14,398,124,35,287,11,35,102,105,24
2,30,89,570,71,8,4,13,158,78,11
3,36,98,34,216,33,131,33,41,310,78
4,3,12,4,9,840,1,18,3,26,66
5,22,37,11,55,7,447,23,6,143,141
6,30,5,8,1,19,30,796,0,61,8
7,2,345,86,146,74,21,1,222,47,84
8,22,14,111,48,24,18,17,15,665,40
9,19,46,58,46,304,33,3,51,285,164
