,0,1,2,3,4,5,6,7,8,9
0,971,0,0,0,0,0,4,3,2,0
1,0,1129,0,2,0,0,1,3,0,0
2,1,5,993,5,0,0,4,23,1,0
3,1,1,1,990,0,8,1,4,4,0
4,0,2,1,0,958,0,5,0,2,14
5,1,2,0,3,0,877,3,1,1,4
6,8,2,0,0,3,2,940,0,3,0
7,0,7,3,0,2,0,0,1014,0,2
8,5,0,6,2,0,0,2,1,956,2
9,2,2,1,4,9,4,0,4,10,973
