,0,1,2,3,4,5,6,7,8,9
0,976,0,0,0,0,0,3,1,0,0
1,0,1131,0,1,0,0,1,2,0,0
2,1,1,1008,4,0,0,2,15,1,0
3,0,0,1,1003,0,3,0,1,2,0
4,0,0,1,0,968,0,4,0,1,8
5,1,0,0,2,0,885,1,1,1,1
6,5,2,0,0,2,1,945,0,3,0
7,0,4,2,0,2,0,0,1018,0,2
8,2,0,3,2,0,0,1,1,963,2
9,1,0,1,3,5,2,0,4,6,987
