,0,1,2,3,4,5,6,7,8,9
0,0,9,211,44,13,207,140,19,241,96
1,2,0,52,57,246,18,29,347,375,9
2,35,84,0,251,90,1,14,178,379,0
3,14,14,33,0,0,468,7,21,375,78
4,7,48,31,0,0,13,37,148,70,628
5,14,14,1,290,4,0,39,2,331,197
6,404,16,38,1,48,132,0,0,318,1
7,4,85,82,331,118,37,0,0,27,344
8,14,2,246,536,18,65,12,28,0,53
9,20,10,11,38,223,18,0,148,541,0
