,0,1,2,3,4,5,6,7,8,9
0,637,2,68,2,20,23,21,1,91,115
1,12,1,127,30,525,6,22,82,277,53
2,41,37,298,64,55,3,10,110,370,44
3,38,5,42,3,124,52,44,19,659,24
4,5,1,7,18,774,4,13,1,57,102
5,73,17,65,77,34,85,11,4,348,178
6,69,6,27,6,84,44,461,1,243,17
7,6,99,151,65,183,15,9,2,259,239
8,24,2,417,98,62,24,20,19,231,77
9,20,4,143,29,341,17,4,26,422,3
